benchmark_name,run_id,cell_index,try_number,category,prompt_tokens,response_tokens,total_tokens
nyc-flight,1774861441-d28336fd,17,0,manager_decision,557,50,607
nyc-flight,1774861441-d28336fd,17,0,new_code_call,651,1185,1836
nyc-flight,1774861441-d28336fd,17,1,manager_decision,1957,32,1989
nyc-flight,1774861441-d28336fd,17,1,repair_call,1925,6358,8283
nyc-flight,1774861441-d28336fd,17,2,manager_decision,862,52,914
nyc-flight,1774861441-d28336fd,17,2,repair_call,830,10200,11030
nyc-flight,1774861441-d28336fd,17,3,manager_decision,876,64,940
nyc-flight,1774861441-d28336fd,17,3,repair_call,844,3364,4208
nyc-flight,1774861441-d28336fd,17,4,manager_decision,1996,41,2037
nyc-flight,1774861441-d28336fd,17,4,new_code_call,651,993,1644
